age_in_days,asset.display_fqdn,asset.display_ipv4_address,asset.display_ipv6_address,asset.display_mac_address,asset.host_name,asset.id,asset.ipv4_addresses,asset.ipv6_addresses,asset.last_authenticated_scan_time,asset.last_licensed_scan_time,asset.name,asset.netbios_name,asset.network.id,asset.network.name,asset.operating_system,asset.operating_systems,asset.system_type,asset.tags,asset_inventory,default_account,definition.bugtraq,definition.cpe,definition.cve,definition.cvss2.base_score,definition.cvss2.base_vector,definition.cvss2.temporal_score,definition.cvss2.temporal_vector,definition.cvss3.base_score,definition.cvss3.base_vector,definition.cvss3.temporal_score,definition.cvss3.temporal_vector,definition.cvss4.base_score,definition.cvss4.base_vector,definition.cwe,definition.description,definition.epss.score,definition.exploitability_ease,definition.exploited_by_malware,definition.exploited_by_nessus,definition.family,definition.iava,definition.iavb,definition.iavm,definition.iavt,definition.id,definition.in_the_news,definition.malware,definition.name,definition.patch_published,definition.plugin_published,definition.plugin_updated,definition.plugin_version,definition.references,definition.see_also,definition.severity,definition.solution,definition.stig_severity,definition.synopsis,definition.type,definition.unsupported_by_vendor,definition.vpr.drivers_age_of_vulns_high,definition.vpr.drivers_age_of_vulns_low,definition.vpr.drivers_cvss3_impact_score,definition.vpr.drivers_exploit_code_maturity,definition.vpr.drivers_product_coverage,definition.vpr.drivers_threat_intensity,definition.vpr.drivers_threat_recency_high,definition.vpr.drivers_threat_recency_low,definition.vpr.drivers_threat_sources,definition.vpr.score,definition.vpr_v2.drivers_cve_id,definition.vpr_v2.drivers_exploit_chain,definition.vpr_v2.drivers_exploit_code_maturity,definition.vpr_v2.drivers_exploit_probability,definition.vpr_v2.drivers_in_the_news_intensity_last_30,definition.vpr_v2.drivers_in_the_news_recency,definition.vpr_v2.drivers_in_the_news_sources_last_30,definition.vpr_v2.drivers_malware_observations_intensity_last_30,definition.vpr_v2.drivers_malware_observations_recency,definition.vpr_v2.drivers_on_cisa_kev,definition.vpr_v2.drivers_targeted_industries,definition.vpr_v2.drivers_targeted_regions,definition.vpr_v2.drivers_vpr_percentile,definition.vpr_v2.drivers_vpr_severity,definition.vpr_v2.score,definition.vulnerability_published,definition.workaround,definition.workaround_published,definition.workaround_type,first_observed,id,last_fixed,last_seen,output,port,protocol,recast_reason,resurfaced_date,risk_modified,scan.id,scan.target,severity,software_vulns,source,state,time_to_fix,vuln_age,vuln_sla_date
83,asset-018.corp.local,10.20.10.38,,00:16:3e:3a:bb:23,asset-018,asset-0058,10.20.10.38,,2026-06-30,2026-06-30,asset-018.corp.local,ASSET-018,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90058,cpe:/a:mva:general,CVE-2024-20919,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,0.709,Functional,false,true,General,,,,,200058,false,false,Oracle Java Unsupported Version,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,High,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,High,Oracle Java Unsupported Version,remote,true,,,,,,,,,,7.8,CVE-2024-20919,,Functional,0.78,,,,,,false,,,,,7.8,2025-01-15,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,2026-01-20,patch,2026-04-08,vuln-200058-10.20.10.38,,2026-06-30,Oracle Java Unsupported Version detected on 10.20.10.38:0.,0,tcp,,,false,scan-202606,10.20.10.38,High,true,tenable.io,open,,83,2026-05-08
82,asset-019.corp.local,10.20.11.39,,00:16:3e:3b:bb:28,asset-019,asset-0059,10.20.11.39,,2026-06-30,2026-06-30,asset-019.corp.local,ASSET-019,default,Corporate,RHEL 8,RHEL 8,server,mva-sample,,,90059,cpe:/a:mva:linux,CVE-2024-1086,5.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.0,E:F/RL:OF/RC:C,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,E:F/RL:O/RC:C,6.2,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,0.491,No known exploits,false,false,Linux,,,,,200059,false,false,Linux Kernel Security Update Available,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Medium,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Linux Kernel Security Update Available,remote,false,,,,,,,,,,5.4,CVE-2024-1086,,Unproven,0.54,,,,,,false,,,,,5.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-09,vuln-200059-10.20.11.39,,2026-06-30,Linux Kernel Security Update Available detected on 10.20.11.39:0.,0,tcp,,,false,scan-202606,10.20.11.39,Medium,true,tenable.io,open,,82,2026-05-09
81,asset-020.corp.local,10.20.12.40,,00:16:3e:3c:bb:2d,asset-020,asset-0060,10.20.12.40,,2026-06-30,2026-06-30,asset-020.corp.local,ASSET-020,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90060,cpe:/a:mva:ssl,,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,0.218,No known exploits,false,false,SSL,,,,,200060,false,false,TLS 1.0 Protocol Detection,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Low,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",Low,TLS 1.0 Protocol Detection,remote,false,,,,,,,,,,2.4,,,Unproven,0.24,,,,,,false,,,,,2.4,2025-01-15,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",2026-01-20,patch,2026-04-10,vuln-200060-10.20.12.40,,2026-06-30,TLS 1.0 Protocol Detection detected on 10.20.12.40:443.,443,tcp,,,false,scan-202606,10.20.12.40,Low,true,tenable.io,open,,81,2026-05-10
80,asset-021.corp.local,10.20.13.41,,00:16:3e:3d:bb:32,asset-021,asset-0061,10.20.13.41,,2026-06-30,2026-06-30,asset-021.corp.local,ASSET-021,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90061,cpe:/a:mva:web_servers,CVE-2020-1938,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,0.891,Functional,false,true,Web Servers,,,,,200061,false,false,Apache Tomcat AJP Request Injection,2026-01-20,2026-02-01,2026-06-30,1.0,https://tomcat.apache.org/security-9.html,https://tomcat.apache.org/security-9.html,Critical,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Apache Tomcat AJP Request Injection,remote,false,,,,,,,,,,9.8,CVE-2020-1938,,Functional,0.95,,,,,,false,,,,,9.8,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-11,vuln-200061-10.20.13.41,,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.20.13.41:8009.,8009,tcp,,,false,scan-202606,10.20.13.41,Critical,true,tenable.io,open,,80,2026-05-11
79,asset-022.corp.local,10.20.14.42,,00:16:3e:3e:bb:37,asset-022,asset-0062,10.20.14.42,,2026-06-30,2026-06-30,asset-022.corp.local,ASSET-022,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90062,cpe:/a:mva:web_servers,CVE-2021-44228,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,0.709,Functional,false,true,Web Servers,,,,,200062,false,false,Apache Log4j Remote Code Execution,2026-01-20,2026-02-01,2026-06-30,1.0,https://logging.apache.org/log4j/2.x/security.html,https://logging.apache.org/log4j/2.x/security.html,High,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,Apache Log4j Remote Code Execution,remote,false,,,,,,,,,,7.8,CVE-2021-44228,,Functional,0.78,,,,,,false,,,,,7.8,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-12,vuln-200062-10.20.14.42,,2026-06-30,Apache Log4j Remote Code Execution detected on 10.20.14.42:8080.,8080,tcp,,,false,scan-202606,10.20.14.42,High,true,tenable.io,open,,79,2026-05-12
78,asset-023.corp.local,10.20.15.43,,00:16:3e:3f:bb:3c,asset-023,asset-0063,10.20.15.43,,2026-06-30,2026-06-30,asset-023.corp.local,ASSET-023,default,Corporate,RHEL 8,RHEL 8,server,mva-sample,,,90063,cpe:/a:mva:databases,,5.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.0,E:F/RL:OF/RC:C,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,E:F/RL:O/RC:C,6.2,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,0.527,Functional,false,true,Databases,,,,,200063,false,false,Microsoft SQL Server Unsupported Version,2026-01-20,2026-02-01,2026-06-30,1.0,https://learn.microsoft.com/sql/sql-server/end-of-support,https://learn.microsoft.com/sql/sql-server/end-of-support,Medium,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Medium,Microsoft SQL Server Unsupported Version,remote,true,,,,,,,,,,5.8,,,Functional,0.58,,,,,,false,,,,,5.8,2025-01-15,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,2026-01-20,patch,2026-04-13,vuln-200063-10.20.15.43,,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.20.15.43:1433.,1433,tcp,,,false,scan-202606,10.20.15.43,Medium,true,tenable.io,open,,78,2026-05-13
77,asset-024.corp.local,10.20.16.44,,00:16:3e:40:bb:41,asset-024,asset-0064,10.20.16.44,,2026-06-30,2026-06-30,asset-024.corp.local,ASSET-024,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90064,cpe:/a:mva:general,CVE-2023-0286,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,OpenSSL Security Update Available was identified during the monthly vulnerability report.,0.218,No known exploits,false,false,General,,,,,200064,false,false,OpenSSL Security Update Available,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.openssl.org/news/vulnerabilities.html,https://www.openssl.org/news/vulnerabilities.html,Low,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,OpenSSL Security Update Available,remote,false,,,,,,,,,,2.4,CVE-2023-0286,,Unproven,0.24,,,,,,false,,,,,2.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-14,vuln-200064-10.20.16.44,,2026-06-30,OpenSSL Security Update Available detected on 10.20.16.44:443.,443,tcp,,,false,scan-202606,10.20.16.44,Low,true,tenable.io,open,,77,2026-05-14
76,asset-025.corp.local,10.20.17.45,,00:16:3e:41:bb:46,asset-025,asset-0065,10.20.17.45,,2026-06-30,2026-06-30,asset-025.corp.local,ASSET-025,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90065,cpe:/a:mva:windows,,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,0.891,Functional,true,true,Windows,,,,,200065,false,true,Remote Desktop Weak Encryption Enabled,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Critical,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Remote Desktop Weak Encryption Enabled,remote,false,,,,,,,,,,9.8,,,Functional,0.95,,,,,,false,,,,,9.8,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-15,vuln-200065-10.20.17.45,,2026-06-30,Remote Desktop Weak Encryption Enabled detected on 10.20.17.45:3389.,3389,tcp,,,false,scan-202606,10.20.17.45,Critical,true,tenable.io,open,,76,2026-05-15
160,asset-026.corp.local,10.20.18.46,,00:16:3e:42:bb:4b,asset-026,asset-0066,10.20.18.46,,2026-06-30,2026-06-30,asset-026.corp.local,ASSET-026,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90066,cpe:/a:mva:web_servers,CVE-2025-2345,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Nginx Security Update Available was identified during the monthly vulnerability report.,0.673,No known exploits,false,false,Web Servers,,,,,200066,false,false,Nginx Security Update Available,2026-01-20,2026-02-01,2026-06-30,1.0,https://nginx.org/en/security_advisories.html,https://nginx.org/en/security_advisories.html,High,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,Nginx Security Update Available,remote,false,,,,,,,,,,7.4,CVE-2025-2345,,Unproven,0.74,,,,,,false,,,,,7.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-01-21,vuln-200066-10.20.18.46,,2026-06-30,Nginx Security Update Available detected on 10.20.18.46:443.,443,tcp,,,false,scan-202606,10.20.18.46,High,true,tenable.io,open,,160,2026-02-20
74,asset-027.corp.local,10.20.10.47,,00:16:3e:43:bb:50,asset-027,asset-0067,10.20.10.47,,2026-06-30,2026-06-30,asset-027.corp.local,ASSET-027,default,Corporate,RHEL 8,RHEL 8,server,mva-sample,,,90067,cpe:/a:mva:windows,,5.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.0,E:F/RL:OF/RC:C,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,E:F/RL:O/RC:C,6.2,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,SMB Signing Not Required was identified during the monthly vulnerability report.,0.491,No known exploits,false,false,Windows,,,,,200067,false,false,SMB Signing Not Required,2026-01-20,2026-02-01,2026-06-30,1.0,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,Medium,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Medium,SMB Signing Not Required,remote,false,,,,,,,,,,5.4,,,Unproven,0.54,,,,,,false,,,,,5.4,2025-01-15,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,2026-01-20,patch,2026-04-17,vuln-200067-10.20.10.47,,2026-06-30,SMB Signing Not Required detected on 10.20.10.47:445.,445,tcp,,,false,scan-202606,10.20.10.47,Medium,true,tenable.io,open,,74,2026-05-17
233,asset-028.corp.local,10.20.11.48,,00:16:3e:44:bb:55,asset-028,asset-0068,10.20.11.48,,2026-06-30,2026-06-30,asset-028.corp.local,ASSET-028,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90068,cpe:/a:mva:general,CVE-2024-20919,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,0.218,No known exploits,false,false,General,,,,,200068,false,false,Oracle Java Unsupported Version,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Low,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Low,Oracle Java Unsupported Version,remote,true,,,,,,,,,,2.4,CVE-2024-20919,,Unproven,0.24,,,,,,false,,,,,2.4,2025-01-15,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,2026-01-20,patch,2025-11-09,vuln-200068-10.20.11.48,,2026-06-30,Oracle Java Unsupported Version detected on 10.20.11.48:0.,0,tcp,,,false,scan-202606,10.20.11.48,Low,true,tenable.io,open,,233,2025-12-09
72,asset-029.corp.local,10.20.12.49,,00:16:3e:45:bb:5a,asset-029,asset-0069,10.20.12.49,,2026-06-30,2026-06-30,asset-029.corp.local,ASSET-029,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90069,cpe:/a:mva:linux,CVE-2024-1086,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,0.855,No known exploits,false,false,Linux,,,,,200069,false,false,Linux Kernel Security Update Available,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Critical,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Linux Kernel Security Update Available,remote,false,,,,,,,,,,9.4,CVE-2024-1086,,Unproven,0.94,,,,,,false,,,,,9.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-19,vuln-200069-10.20.12.49,,2026-06-30,Linux Kernel Security Update Available detected on 10.20.12.49:0.,0,tcp,,,false,scan-202606,10.20.12.49,Critical,true,tenable.io,open,,72,2026-05-19
71,asset-030.corp.local,10.20.13.50,,00:16:3e:46:bb:5f,asset-030,asset-0070,10.20.13.50,,2026-06-30,2026-06-30,asset-030.corp.local,ASSET-030,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90070,cpe:/a:mva:ssl,,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,0.709,Functional,true,true,SSL,,,,,200070,false,true,TLS 1.0 Protocol Detection,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,High,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",High,TLS 1.0 Protocol Detection,remote,false,,,,,,,,,,7.8,,,Functional,0.78,,,,,,false,,,,,7.8,2025-01-15,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",2026-01-20,patch,2026-04-20,vuln-200070-10.20.13.50,,2026-06-30,TLS 1.0 Protocol Detection detected on 10.20.13.50:443.,443,tcp,,,false,scan-202606,10.20.13.50,High,true,tenable.io,open,,71,2026-05-20
70,asset-031.corp.local,10.20.14.51,,00:16:3e:47:bb:64,asset-031,asset-0071,10.20.14.51,,2026-06-30,2026-06-30,asset-031.corp.local,ASSET-031,default,Corporate,RHEL 8,RHEL 8,server,mva-sample,,,90071,cpe:/a:mva:web_servers,CVE-2020-1938,5.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.0,E:F/RL:OF/RC:C,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,E:F/RL:O/RC:C,6.2,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,0.491,No known exploits,false,false,Web Servers,,,,,200071,false,false,Apache Tomcat AJP Request Injection,2026-01-20,2026-02-01,2026-06-30,1.0,https://tomcat.apache.org/security-9.html,https://tomcat.apache.org/security-9.html,Medium,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Apache Tomcat AJP Request Injection,remote,false,,,,,,,,,,5.4,CVE-2020-1938,,Unproven,0.54,,,,,,false,,,,,5.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-21,vuln-200071-10.20.14.51,,2026-06-30,Apache Tomcat AJP Request Injection detected on 10.20.14.51:8009.,8009,tcp,,,false,scan-202606,10.20.14.51,Medium,true,tenable.io,open,,70,2026-05-21
69,asset-032.corp.local,10.20.15.52,,00:16:3e:48:bb:69,asset-032,asset-0072,10.20.15.52,,2026-06-30,2026-06-30,asset-032.corp.local,ASSET-032,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90072,cpe:/a:mva:web_servers,CVE-2021-44228,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,0.218,No known exploits,false,false,Web Servers,,,,,200072,false,false,Apache Log4j Remote Code Execution,2026-01-20,2026-02-01,2026-06-30,1.0,https://logging.apache.org/log4j/2.x/security.html,https://logging.apache.org/log4j/2.x/security.html,Low,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Apache Log4j Remote Code Execution,remote,false,,,,,,,,,,2.4,CVE-2021-44228,,Unproven,0.24,,,,,,false,,,,,2.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-22,vuln-200072-10.20.15.52,,2026-06-30,Apache Log4j Remote Code Execution detected on 10.20.15.52:8080.,8080,tcp,,,false,scan-202606,10.20.15.52,Low,true,tenable.io,open,,69,2026-05-22
68,asset-033.corp.local,10.20.16.53,,00:16:3e:49:bb:6e,asset-033,asset-0073,10.20.16.53,,2026-06-30,2026-06-30,asset-033.corp.local,ASSET-033,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90073,cpe:/a:mva:databases,,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,0.891,Functional,false,true,Databases,,,,,200073,false,false,Microsoft SQL Server Unsupported Version,2026-01-20,2026-02-01,2026-06-30,1.0,https://learn.microsoft.com/sql/sql-server/end-of-support,https://learn.microsoft.com/sql/sql-server/end-of-support,Critical,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Critical,Microsoft SQL Server Unsupported Version,remote,true,,,,,,,,,,9.8,,,Functional,0.95,,,,,,false,,,,,9.8,2025-01-15,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,2026-01-20,patch,2026-04-23,vuln-200073-10.20.16.53,,2026-06-30,Microsoft SQL Server Unsupported Version detected on 10.20.16.53:1433.,1433,tcp,,,false,scan-202606,10.20.16.53,Critical,true,tenable.io,open,,68,2026-05-23
67,asset-034.corp.local,10.20.17.54,,00:16:3e:4a:bb:73,asset-034,asset-0074,10.20.17.54,,2026-06-30,2026-06-30,asset-034.corp.local,ASSET-034,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90074,cpe:/a:mva:general,CVE-2023-0286,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,OpenSSL Security Update Available was identified during the monthly vulnerability report.,0.709,Functional,false,true,General,,,,,200074,false,false,OpenSSL Security Update Available,2026-01-20,2026-02-01,2026-06-30,1.0,https://www.openssl.org/news/vulnerabilities.html,https://www.openssl.org/news/vulnerabilities.html,High,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,OpenSSL Security Update Available,remote,false,,,,,,,,,,7.8,CVE-2023-0286,,Functional,0.78,,,,,,false,,,,,7.8,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-24,vuln-200074-10.20.17.54,,2026-06-30,OpenSSL Security Update Available detected on 10.20.17.54:443.,443,tcp,,,false,scan-202606,10.20.17.54,High,true,tenable.io,open,,67,2026-05-24
