Vulnerability Priority Rating,Exploit Prediction Scoring System (EPSS),IP Address,Protocol,Port,ACR,AES,Exploit?,Repository,MAC Address,DNS Name,NetBIOS Name,Plugin Output,Synopsis,Description,Steps to Remediate,Risk Factor,STIG Severity,CVSS V2 Base Score,CVSS V3 Base Score,CVSS V4 Base Score,CVSS V2 Temporal Score,CVSS V3 Temporal Score,CVSS V4 Threat Score,CVSS V2 Vector,CVSS V3 Vector,CVSS V4 Vector,CVSS V4 Threat Vector,CVSS V4 Supplemental,CPE,CVE,BID,Cross References,First Discovered,Last Observed,Vuln Publication Date,Security End of Life Date,Patch Publication Date,Plugin Publication Date,Plugin Modification Date,Exploit Ease,Exploit Frameworks,Check Type,Version,Recast Risk Comment,Accept Risk Comment,Agent ID,Host ID,Nessus Web Tests,Thorough Tests,Scan Accuracy,Plugin Name,Family,Plugin,Severity,See Also
9.8,0.891,10.20.17.45,tcp,3389,725,675,Yes,MVA Sample Repository,00:16:3e:19:aa:af,asset-025.corp.local,ASSET-025,Remote Desktop Weak Encryption Enabled detected on 10.20.17.45:3389.,Remote Desktop Weak Encryption Enabled,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90025,https://www.tenable.com/plugins,2026-04-25,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0025,host-0025,No,Yes,High,Remote Desktop Weak Encryption Enabled,Windows,200025,Critical,https://www.tenable.com/plugins
7.8,0.709,10.20.18.46,tcp,443,726,676,Yes,MVA Sample Repository,00:16:3e:1a:aa:b6,asset-026.corp.local,ASSET-026,Nginx Security Update Available detected on 10.20.18.46:443.,Nginx Security Update Available,Nginx Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2025-2345,90026,https://nginx.org/en/security_advisories.html,2026-04-01,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0026,host-0026,No,Yes,High,Nginx Security Update Available,Web Servers,200026,High,https://nginx.org/en/security_advisories.html
5.4,0.491,10.20.10.47,tcp,445,727,677,No,MVA Sample Repository,00:16:3e:1b:aa:bd,asset-027.corp.local,ASSET-027,SMB Signing Not Required detected on 10.20.10.47:445.,SMB Signing Not Required,SMB Signing Not Required was identified during the monthly vulnerability report.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90027,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,2026-04-02,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0027,host-0027,No,Yes,High,SMB Signing Not Required,Windows,200027,Medium,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always
2.8,0.255,10.20.11.48,tcp,0,728,678,Yes,MVA Sample Repository,00:16:3e:1c:aa:c4,asset-028.corp.local,ASSET-028,Oracle Java Unsupported Version detected on 10.20.11.48:0.,Oracle Java Unsupported Version,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2024-20919,90028,https://www.tenable.com/plugins,2026-04-03,2026-05-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0028,host-0028,No,Yes,High,Oracle Java Unsupported Version,General,200028,Low,https://www.tenable.com/plugins
9.8,0.891,10.20.12.49,tcp,0,729,679,Yes,MVA Sample Repository,00:16:3e:1d:aa:cb,asset-029.corp.local,ASSET-029,Linux Kernel Security Update Available detected on 10.20.12.49:0.,Linux Kernel Security Update Available,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:linux,CVE-2024-1086,90029,https://www.tenable.com/plugins,2026-04-04,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0029,host-0029,No,Yes,High,Linux Kernel Security Update Available,Linux,200029,Critical,https://www.tenable.com/plugins
7.4,0.673,10.20.13.50,tcp,443,730,680,No,MVA Sample Repository,00:16:3e:1e:aa:d2,asset-030.corp.local,ASSET-030,TLS 1.0 Protocol Detection detected on 10.20.13.50:443.,TLS 1.0 Protocol Detection,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:ssl,,90030,https://www.tenable.com/plugins,2026-04-05,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0030,host-0030,No,Yes,High,TLS 1.0 Protocol Detection,SSL,200030,High,https://www.tenable.com/plugins
5.4,0.491,10.20.14.51,tcp,8009,731,681,No,MVA Sample Repository,00:16:3e:1f:aa:d9,asset-031.corp.local,ASSET-031,Apache Tomcat AJP Request Injection detected on 10.20.14.51:8009.,Apache Tomcat AJP Request Injection,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2020-1938,90031,https://tomcat.apache.org/security-9.html,2026-04-06,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0031,host-0031,No,Yes,High,Apache Tomcat AJP Request Injection,Web Servers,200031,Medium,https://tomcat.apache.org/security-9.html
2.4,0.218,10.20.15.52,tcp,8080,732,682,No,MVA Sample Repository,00:16:3e:20:aa:e0,asset-032.corp.local,ASSET-032,Apache Log4j Remote Code Execution detected on 10.20.15.52:8080.,Apache Log4j Remote Code Execution,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2021-44228,90032,https://logging.apache.org/log4j/2.x/security.html,2026-04-07,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0032,host-0032,No,Yes,High,Apache Log4j Remote Code Execution,Web Servers,200032,Low,https://logging.apache.org/log4j/2.x/security.html
9.4,0.855,10.20.16.53,tcp,1433,733,683,No,MVA Sample Repository,00:16:3e:21:aa:e7,asset-033.corp.local,ASSET-033,Microsoft SQL Server Unsupported Version detected on 10.20.16.53:1433.,Microsoft SQL Server Unsupported Version,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:databases,,90033,https://learn.microsoft.com/sql/sql-server/end-of-support,2026-01-18,2026-05-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0033,host-0033,No,Yes,High,Microsoft SQL Server Unsupported Version,Databases,200033,Critical,https://learn.microsoft.com/sql/sql-server/end-of-support
7.8,0.709,10.20.17.54,tcp,443,734,684,Yes,MVA Sample Repository,00:16:3e:22:aa:ee,asset-034.corp.local,ASSET-034,OpenSSL Security Update Available detected on 10.20.17.54:443.,OpenSSL Security Update Available,OpenSSL Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2023-0286,90034,https://www.openssl.org/news/vulnerabilities.html,2025-11-15,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0034,host-0034,No,Yes,High,OpenSSL Security Update Available,General,200034,High,https://www.openssl.org/news/vulnerabilities.html
5.8,0.527,10.20.18.55,tcp,3389,735,685,Yes,MVA Sample Repository,00:16:3e:23:aa:f5,asset-035.corp.local,ASSET-035,Remote Desktop Weak Encryption Enabled detected on 10.20.18.55:3389.,Remote Desktop Weak Encryption Enabled,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90035,https://www.tenable.com/plugins,2026-04-10,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0035,host-0035,No,Yes,High,Remote Desktop Weak Encryption Enabled,Windows,200035,Medium,https://www.tenable.com/plugins
2.4,0.218,10.20.10.56,tcp,443,736,686,No,MVA Sample Repository,00:16:3e:24:aa:fc,asset-036.corp.local,ASSET-036,Nginx Security Update Available detected on 10.20.10.56:443.,Nginx Security Update Available,Nginx Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2025-2345,90036,https://nginx.org/en/security_advisories.html,2026-04-11,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0036,host-0036,No,Yes,High,Nginx Security Update Available,Web Servers,200036,Low,https://nginx.org/en/security_advisories.html
9.8,0.891,10.20.11.57,tcp,445,737,687,Yes,MVA Sample Repository,00:16:3e:25:aa:04,asset-037.corp.local,ASSET-037,SMB Signing Not Required detected on 10.20.11.57:445.,SMB Signing Not Required,SMB Signing Not Required was identified during the monthly vulnerability report.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90037,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,2026-04-12,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0037,host-0037,No,Yes,High,SMB Signing Not Required,Windows,200037,Critical,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always
7.8,0.709,10.20.12.58,tcp,0,738,688,Yes,MVA Sample Repository,00:16:3e:26:aa:0b,asset-038.corp.local,ASSET-038,Oracle Java Unsupported Version detected on 10.20.12.58:0.,Oracle Java Unsupported Version,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2024-20919,90038,https://www.tenable.com/plugins,2026-04-13,2026-05-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0038,host-0038,No,Yes,High,Oracle Java Unsupported Version,General,200038,High,https://www.tenable.com/plugins
5.4,0.491,10.20.13.59,tcp,0,739,689,No,MVA Sample Repository,00:16:3e:27:aa:12,asset-039.corp.local,ASSET-039,Linux Kernel Security Update Available detected on 10.20.13.59:0.,Linux Kernel Security Update Available,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:linux,CVE-2024-1086,90039,https://www.tenable.com/plugins,2026-04-14,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0039,host-0039,No,Yes,High,Linux Kernel Security Update Available,Linux,200039,Medium,https://www.tenable.com/plugins
2.4,0.218,10.20.14.60,tcp,443,740,690,No,MVA Sample Repository,00:16:3e:28:aa:19,asset-040.corp.local,ASSET-040,TLS 1.0 Protocol Detection detected on 10.20.14.60:443.,TLS 1.0 Protocol Detection,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:ssl,,90040,https://www.tenable.com/plugins,2026-04-15,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0040,host-0040,No,Yes,High,TLS 1.0 Protocol Detection,SSL,200040,Low,https://www.tenable.com/plugins
9.8,0.891,10.20.11.21,tcp,8009,741,691,Yes,MVA Sample Repository,00:16:3e:29:aa:20,asset-001.corp.local,ASSET-001,Apache Tomcat AJP Request Injection detected on 10.20.11.21:8009.,Apache Tomcat AJP Request Injection,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2020-1938,90041,https://tomcat.apache.org/security-9.html,2026-04-16,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0041,host-0041,No,Yes,High,Apache Tomcat AJP Request Injection,Web Servers,200041,Critical,https://tomcat.apache.org/security-9.html
7.4,0.673,10.20.12.22,tcp,8080,742,692,No,MVA Sample Repository,00:16:3e:2a:aa:27,asset-002.corp.local,ASSET-002,Apache Log4j Remote Code Execution detected on 10.20.12.22:8080.,Apache Log4j Remote Code Execution,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2021-44228,90042,https://logging.apache.org/log4j/2.x/security.html,2026-04-17,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0042,host-0042,No,Yes,High,Apache Log4j Remote Code Execution,Web Servers,200042,High,https://logging.apache.org/log4j/2.x/security.html
5.4,0.491,10.20.13.23,tcp,1433,743,693,No,MVA Sample Repository,00:16:3e:2b:aa:2e,asset-003.corp.local,ASSET-003,Microsoft SQL Server Unsupported Version detected on 10.20.13.23:1433.,Microsoft SQL Server Unsupported Version,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:databases,,90043,https://learn.microsoft.com/sql/sql-server/end-of-support,2026-04-18,2026-05-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0043,host-0043,No,Yes,High,Microsoft SQL Server Unsupported Version,Databases,200043,Medium,https://learn.microsoft.com/sql/sql-server/end-of-support
2.4,0.218,10.20.14.24,tcp,443,744,694,No,MVA Sample Repository,00:16:3e:2c:aa:35,asset-004.corp.local,ASSET-004,OpenSSL Security Update Available detected on 10.20.14.24:443.,OpenSSL Security Update Available,OpenSSL Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2023-0286,90044,https://www.openssl.org/news/vulnerabilities.html,2026-01-29,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0044,host-0044,No,Yes,High,OpenSSL Security Update Available,General,200044,Low,https://www.openssl.org/news/vulnerabilities.html
9.4,0.855,10.20.15.25,tcp,3389,745,695,No,MVA Sample Repository,00:16:3e:2d:aa:3c,asset-005.corp.local,ASSET-005,Remote Desktop Weak Encryption Enabled detected on 10.20.15.25:3389.,Remote Desktop Weak Encryption Enabled,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90045,https://www.tenable.com/plugins,2026-04-20,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0045,host-0045,No,Yes,High,Remote Desktop Weak Encryption Enabled,Windows,200045,Critical,https://www.tenable.com/plugins
7.8,0.709,10.20.16.26,tcp,443,746,696,Yes,MVA Sample Repository,00:16:3e:2e:aa:43,asset-006.corp.local,ASSET-006,Nginx Security Update Available detected on 10.20.16.26:443.,Nginx Security Update Available,Nginx Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,High,7.5,8.1,8.0,7.5,8.1,8.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:web_servers,CVE-2025-2345,90046,https://nginx.org/en/security_advisories.html,2026-04-21,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0046,host-0046,No,Yes,High,Nginx Security Update Available,Web Servers,200046,High,https://nginx.org/en/security_advisories.html
5.4,0.491,10.20.17.27,tcp,445,747,697,No,MVA Sample Repository,00:16:3e:2f:aa:4a,asset-007.corp.local,ASSET-007,SMB Signing Not Required detected on 10.20.17.27:445.,SMB Signing Not Required,SMB Signing Not Required was identified during the monthly vulnerability report.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Medium,Medium,5.0,6.5,6.2,5.0,6.5,6.2,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:windows,,90047,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,2026-04-22,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0047,host-0047,No,Yes,High,SMB Signing Not Required,Windows,200047,Medium,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always
2.4,0.218,10.20.18.28,tcp,0,748,698,No,MVA Sample Repository,00:16:3e:30:aa:51,asset-008.corp.local,ASSET-008,Oracle Java Unsupported Version detected on 10.20.18.28:0.,Oracle Java Unsupported Version,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Low,Low,2.6,3.7,3.5,2.6,3.7,3.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:general,CVE-2024-20919,90048,https://www.tenable.com/plugins,2026-04-23,2026-05-31,2025-01-15,2026-12-31,2026-01-20,2026-02-01,2026-05-31,No known exploits,,Remote,1.0,,,agent-0048,host-0048,No,Yes,High,Oracle Java Unsupported Version,General,200048,Low,https://www.tenable.com/plugins
9.8,0.891,10.20.10.29,tcp,0,749,699,Yes,MVA Sample Repository,00:16:3e:31:aa:58,asset-009.corp.local,ASSET-009,Linux Kernel Security Update Available detected on 10.20.10.29:0.,Linux Kernel Security Update Available,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Critical,9.0,9.8,9.4,9.0,9.8,9.4,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,E:A,Automatable,cpe:/a:mva:linux,CVE-2024-1086,90049,https://www.tenable.com/plugins,2026-04-24,2026-05-31,2025-01-15,,2026-01-20,2026-02-01,2026-05-31,Functional exploit exists,Metasploit,Remote,1.0,,,agent-0049,host-0049,No,Yes,High,Linux Kernel Security Update Available,Linux,200049,Critical,https://www.tenable.com/plugins
