age_in_days,asset.display_fqdn,asset.display_ipv4_address,asset.display_ipv6_address,asset.display_mac_address,asset.host_name,asset.id,asset.ipv4_addresses,asset.ipv6_addresses,asset.last_authenticated_scan_time,asset.last_licensed_scan_time,asset.name,asset.netbios_name,asset.network.id,asset.network.name,asset.operating_system,asset.operating_systems,asset.system_type,asset.tags,asset_inventory,default_account,definition.bugtraq,definition.cpe,definition.cve,definition.cvss2.base_score,definition.cvss2.base_vector,definition.cvss2.temporal_score,definition.cvss2.temporal_vector,definition.cvss3.base_score,definition.cvss3.base_vector,definition.cvss3.temporal_score,definition.cvss3.temporal_vector,definition.cvss4.base_score,definition.cvss4.base_vector,definition.cwe,definition.description,definition.epss.score,definition.exploitability_ease,definition.exploited_by_malware,definition.exploited_by_nessus,definition.family,definition.iava,definition.iavb,definition.iavm,definition.iavt,definition.id,definition.in_the_news,definition.malware,definition.name,definition.patch_published,definition.plugin_published,definition.plugin_updated,definition.plugin_version,definition.references,definition.see_also,definition.severity,definition.solution,definition.stig_severity,definition.synopsis,definition.type,definition.unsupported_by_vendor,definition.vpr.drivers_age_of_vulns_high,definition.vpr.drivers_age_of_vulns_low,definition.vpr.drivers_cvss3_impact_score,definition.vpr.drivers_exploit_code_maturity,definition.vpr.drivers_product_coverage,definition.vpr.drivers_threat_intensity,definition.vpr.drivers_threat_recency_high,definition.vpr.drivers_threat_recency_low,definition.vpr.drivers_threat_sources,definition.vpr.score,definition.vpr_v2.drivers_cve_id,definition.vpr_v2.drivers_exploit_chain,definition.vpr_v2.drivers_exploit_code_maturity,definition.vpr_v2.drivers_exploit_probability,definition.vpr_v2.drivers_in_the_news_intensity_last_30,definition.vpr_v2.drivers_in_the_news_recency,definition.vpr_v2.drivers_in_the_news_sources_last_30,definition.vpr_v2.drivers_malware_observations_intensity_last_30,definition.vpr_v2.drivers_malware_observations_recency,definition.vpr_v2.drivers_on_cisa_kev,definition.vpr_v2.drivers_targeted_industries,definition.vpr_v2.drivers_targeted_regions,definition.vpr_v2.drivers_vpr_percentile,definition.vpr_v2.drivers_vpr_severity,definition.vpr_v2.score,definition.vulnerability_published,definition.workaround,definition.workaround_published,definition.workaround_type,first_observed,id,last_fixed,last_seen,output,port,protocol,recast_reason,resurfaced_date,risk_modified,scan.id,scan.target,severity,software_vulns,source,state,time_to_fix,vuln_age,vuln_sla_date
58,asset-028.corp.local,10.20.11.48,,00:16:3e:1c:bb:8c,asset-028,asset-0028,10.20.11.48,,2026-05-31,2026-05-31,asset-028.corp.local,ASSET-028,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90028,cpe:/a:mva:general,CVE-2024-20919,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,0.255,Functional,false,true,General,,,,,200028,true,false,Oracle Java Unsupported Version,2026-01-20,2026-02-01,2026-05-31,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Low,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Low,Oracle Java Unsupported Version,remote,true,,,,,,,,,,2.8,CVE-2024-20919,,Functional,0.28,,,,,,false,,,,,2.8,2025-01-15,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,2026-01-20,patch,2026-04-03,vuln-200028-10.20.11.48,,2026-05-31,Oracle Java Unsupported Version detected on 10.20.11.48:0.,0,tcp,,,false,scan-202605,10.20.11.48,Low,true,tenable.io,open,,58,2026-05-03
57,asset-029.corp.local,10.20.12.49,,00:16:3e:1d:bb:91,asset-029,asset-0029,10.20.12.49,,2026-05-31,2026-05-31,asset-029.corp.local,ASSET-029,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90029,cpe:/a:mva:linux,CVE-2024-1086,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,0.891,Functional,false,true,Linux,,,,,200029,false,false,Linux Kernel Security Update Available,2026-01-20,2026-02-01,2026-05-31,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Critical,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Linux Kernel Security Update Available,remote,false,,,,,,,,,,9.8,CVE-2024-1086,,Functional,0.95,,,,,,false,,,,,9.8,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-04,vuln-200029-10.20.12.49,,2026-05-31,Linux Kernel Security Update Available detected on 10.20.12.49:0.,0,tcp,,,false,scan-202605,10.20.12.49,Critical,true,tenable.io,open,,57,2026-05-04
56,asset-030.corp.local,10.20.13.50,,00:16:3e:1e:bb:96,asset-030,asset-0030,10.20.13.50,,2026-05-31,2026-05-31,asset-030.corp.local,ASSET-030,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90030,cpe:/a:mva:ssl,,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,0.673,No known exploits,false,false,SSL,,,,,200030,false,false,TLS 1.0 Protocol Detection,2026-01-20,2026-02-01,2026-05-31,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,High,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",High,TLS 1.0 Protocol Detection,remote,false,,,,,,,,,,7.4,,,Unproven,0.74,,,,,,false,,,,,7.4,2025-01-15,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",2026-01-20,patch,2026-04-05,vuln-200030-10.20.13.50,,2026-05-31,TLS 1.0 Protocol Detection detected on 10.20.13.50:443.,443,tcp,,,false,scan-202605,10.20.13.50,High,true,tenable.io,open,,56,2026-05-05
55,asset-031.corp.local,10.20.14.51,,00:16:3e:1f:bb:9b,asset-031,asset-0031,10.20.14.51,,2026-05-31,2026-05-31,asset-031.corp.local,ASSET-031,default,Corporate,RHEL 8,RHEL 8,server,mva-sample,,,90031,cpe:/a:mva:web_servers,CVE-2020-1938,5.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.0,E:F/RL:OF/RC:C,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,E:F/RL:O/RC:C,6.2,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,0.491,No known exploits,false,false,Web Servers,,,,,200031,false,false,Apache Tomcat AJP Request Injection,2026-01-20,2026-02-01,2026-05-31,1.0,https://tomcat.apache.org/security-9.html,https://tomcat.apache.org/security-9.html,Medium,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Apache Tomcat AJP Request Injection,remote,false,,,,,,,,,,5.4,CVE-2020-1938,,Unproven,0.54,,,,,,false,,,,,5.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-06,vuln-200031-10.20.14.51,,2026-05-31,Apache Tomcat AJP Request Injection detected on 10.20.14.51:8009.,8009,tcp,,,false,scan-202605,10.20.14.51,Medium,true,tenable.io,open,,55,2026-05-06
54,asset-032.corp.local,10.20.15.52,,00:16:3e:20:bb:a0,asset-032,asset-0032,10.20.15.52,,2026-05-31,2026-05-31,asset-032.corp.local,ASSET-032,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90032,cpe:/a:mva:web_servers,CVE-2021-44228,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,0.218,No known exploits,false,false,Web Servers,,,,,200032,false,false,Apache Log4j Remote Code Execution,2026-01-20,2026-02-01,2026-05-31,1.0,https://logging.apache.org/log4j/2.x/security.html,https://logging.apache.org/log4j/2.x/security.html,Low,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Apache Log4j Remote Code Execution,remote,false,,,,,,,,,,2.4,CVE-2021-44228,,Unproven,0.24,,,,,,false,,,,,2.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-07,vuln-200032-10.20.15.52,,2026-05-31,Apache Log4j Remote Code Execution detected on 10.20.15.52:8080.,8080,tcp,,,false,scan-202605,10.20.15.52,Low,true,tenable.io,open,,54,2026-05-07
133,asset-033.corp.local,10.20.16.53,,00:16:3e:21:bb:a5,asset-033,asset-0033,10.20.16.53,,2026-05-31,2026-05-31,asset-033.corp.local,ASSET-033,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90033,cpe:/a:mva:databases,,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,0.855,No known exploits,false,false,Databases,,,,,200033,false,false,Microsoft SQL Server Unsupported Version,2026-01-20,2026-02-01,2026-05-31,1.0,https://learn.microsoft.com/sql/sql-server/end-of-support,https://learn.microsoft.com/sql/sql-server/end-of-support,Critical,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Critical,Microsoft SQL Server Unsupported Version,remote,true,,,,,,,,,,9.4,,,Unproven,0.94,,,,,,false,,,,,9.4,2025-01-15,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,2026-01-20,patch,2026-01-18,vuln-200033-10.20.16.53,,2026-05-31,Microsoft SQL Server Unsupported Version detected on 10.20.16.53:1433.,1433,tcp,,,false,scan-202605,10.20.16.53,Critical,true,tenable.io,open,,133,2026-02-17
197,asset-034.corp.local,10.20.17.54,,00:16:3e:22:bb:aa,asset-034,asset-0034,10.20.17.54,,2026-05-31,2026-05-31,asset-034.corp.local,ASSET-034,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90034,cpe:/a:mva:general,CVE-2023-0286,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,OpenSSL Security Update Available was identified during the monthly vulnerability report.,0.709,Functional,false,true,General,,,,,200034,false,false,OpenSSL Security Update Available,2026-01-20,2026-02-01,2026-05-31,1.0,https://www.openssl.org/news/vulnerabilities.html,https://www.openssl.org/news/vulnerabilities.html,High,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,OpenSSL Security Update Available,remote,false,,,,,,,,,,7.8,CVE-2023-0286,,Functional,0.78,,,,,,false,,,,,7.8,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2025-11-15,vuln-200034-10.20.17.54,,2026-05-31,OpenSSL Security Update Available detected on 10.20.17.54:443.,443,tcp,,,false,scan-202605,10.20.17.54,High,true,tenable.io,open,,197,2025-12-15
51,asset-035.corp.local,10.20.18.55,,00:16:3e:23:bb:af,asset-035,asset-0035,10.20.18.55,,2026-05-31,2026-05-31,asset-035.corp.local,ASSET-035,default,Corporate,RHEL 8,RHEL 8,server,mva-sample,,,90035,cpe:/a:mva:windows,,5.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.0,E:F/RL:OF/RC:C,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,E:F/RL:O/RC:C,6.2,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,0.527,Functional,true,true,Windows,,,,,200035,false,true,Remote Desktop Weak Encryption Enabled,2026-01-20,2026-02-01,2026-05-31,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Medium,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Remote Desktop Weak Encryption Enabled,remote,false,,,,,,,,,,5.8,,,Functional,0.58,,,,,,false,,,,,5.8,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-10,vuln-200035-10.20.18.55,,2026-05-31,Remote Desktop Weak Encryption Enabled detected on 10.20.18.55:3389.,3389,tcp,,,false,scan-202605,10.20.18.55,Medium,true,tenable.io,open,,51,2026-05-10
50,asset-036.corp.local,10.20.10.56,,00:16:3e:24:bb:b4,asset-036,asset-0036,10.20.10.56,,2026-05-31,2026-05-31,asset-036.corp.local,ASSET-036,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90036,cpe:/a:mva:web_servers,CVE-2025-2345,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Nginx Security Update Available was identified during the monthly vulnerability report.,0.218,No known exploits,false,false,Web Servers,,,,,200036,false,false,Nginx Security Update Available,2026-01-20,2026-02-01,2026-05-31,1.0,https://nginx.org/en/security_advisories.html,https://nginx.org/en/security_advisories.html,Low,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,Nginx Security Update Available,remote,false,,,,,,,,,,2.4,CVE-2025-2345,,Unproven,0.24,,,,,,false,,,,,2.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-11,vuln-200036-10.20.10.56,,2026-05-31,Nginx Security Update Available detected on 10.20.10.56:443.,443,tcp,,,false,scan-202605,10.20.10.56,Low,true,tenable.io,open,,50,2026-05-11
49,asset-037.corp.local,10.20.11.57,,00:16:3e:25:bb:b9,asset-037,asset-0037,10.20.11.57,,2026-05-31,2026-05-31,asset-037.corp.local,ASSET-037,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90037,cpe:/a:mva:windows,,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,SMB Signing Not Required was identified during the monthly vulnerability report.,0.891,Functional,false,true,Windows,,,,,200037,false,false,SMB Signing Not Required,2026-01-20,2026-02-01,2026-05-31,1.0,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always,Critical,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,Critical,SMB Signing Not Required,remote,false,,,,,,,,,,9.8,,,Functional,0.95,,,,,,false,,,,,9.8,2025-01-15,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,2026-01-20,patch,2026-04-12,vuln-200037-10.20.11.57,,2026-05-31,SMB Signing Not Required detected on 10.20.11.57:445.,445,tcp,,,false,scan-202605,10.20.11.57,Critical,true,tenable.io,open,,49,2026-05-12
48,asset-038.corp.local,10.20.12.58,,00:16:3e:26:bb:be,asset-038,asset-0038,10.20.12.58,,2026-05-31,2026-05-31,asset-038.corp.local,ASSET-038,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90038,cpe:/a:mva:general,CVE-2024-20919,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,0.709,Functional,false,true,General,,,,,200038,false,false,Oracle Java Unsupported Version,2026-01-20,2026-02-01,2026-05-31,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,High,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,High,Oracle Java Unsupported Version,remote,true,,,,,,,,,,7.8,CVE-2024-20919,,Functional,0.78,,,,,,false,,,,,7.8,2025-01-15,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,2026-01-20,patch,2026-04-13,vuln-200038-10.20.12.58,,2026-05-31,Oracle Java Unsupported Version detected on 10.20.12.58:0.,0,tcp,,,false,scan-202605,10.20.12.58,High,true,tenable.io,open,,48,2026-05-13
47,asset-039.corp.local,10.20.13.59,,00:16:3e:27:bb:c3,asset-039,asset-0039,10.20.13.59,,2026-05-31,2026-05-31,asset-039.corp.local,ASSET-039,default,Corporate,RHEL 8,RHEL 8,server,mva-sample,,,90039,cpe:/a:mva:linux,CVE-2024-1086,5.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.0,E:F/RL:OF/RC:C,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,E:F/RL:O/RC:C,6.2,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Linux Kernel Security Update Available was identified during the monthly vulnerability report.,0.491,No known exploits,false,false,Linux,,,,,200039,false,false,Linux Kernel Security Update Available,2026-01-20,2026-02-01,2026-05-31,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Medium,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Medium,Linux Kernel Security Update Available,remote,false,,,,,,,,,,5.4,CVE-2024-1086,,Unproven,0.54,,,,,,false,,,,,5.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-14,vuln-200039-10.20.13.59,,2026-05-31,Linux Kernel Security Update Available detected on 10.20.13.59:0.,0,tcp,,,false,scan-202605,10.20.13.59,Medium,true,tenable.io,open,,47,2026-05-14
46,asset-040.corp.local,10.20.14.60,,00:16:3e:28:bb:c8,asset-040,asset-0040,10.20.14.60,,2026-05-31,2026-05-31,asset-040.corp.local,ASSET-040,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90040,cpe:/a:mva:ssl,,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,TLS 1.0 Protocol Detection was identified during the monthly vulnerability report.,0.218,No known exploits,false,false,SSL,,,,,200040,false,false,TLS 1.0 Protocol Detection,2026-01-20,2026-02-01,2026-05-31,1.0,https://www.tenable.com/plugins,https://www.tenable.com/plugins,Low,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",Low,TLS 1.0 Protocol Detection,remote,false,,,,,,,,,,2.4,,,Unproven,0.24,,,,,,false,,,,,2.4,2025-01-15,"Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the service.",2026-01-20,patch,2026-04-15,vuln-200040-10.20.14.60,,2026-05-31,TLS 1.0 Protocol Detection detected on 10.20.14.60:443.,443,tcp,,,false,scan-202605,10.20.14.60,Low,true,tenable.io,open,,46,2026-05-15
45,asset-001.corp.local,10.20.11.21,,00:16:3e:29:bb:cd,asset-001,asset-0041,10.20.11.21,,2026-05-31,2026-05-31,asset-001.corp.local,ASSET-001,default,Corporate,Windows Server 2019,Windows Server 2019,server,mva-sample,,,90041,cpe:/a:mva:web_servers,CVE-2020-1938,9.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,9.0,E:F/RL:OF/RC:C,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,E:F/RL:O/RC:C,9.4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,0.891,Functional,false,true,Web Servers,,,,,200041,false,false,Apache Tomcat AJP Request Injection,2026-01-20,2026-02-01,2026-05-31,1.0,https://tomcat.apache.org/security-9.html,https://tomcat.apache.org/security-9.html,Critical,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Critical,Apache Tomcat AJP Request Injection,remote,false,,,,,,,,,,9.8,CVE-2020-1938,,Functional,0.95,,,,,,false,,,,,9.8,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-16,vuln-200041-10.20.11.21,,2026-05-31,Apache Tomcat AJP Request Injection detected on 10.20.11.21:8009.,8009,tcp,,,false,scan-202605,10.20.11.21,Critical,true,tenable.io,open,,45,2026-05-16
44,asset-002.corp.local,10.20.12.22,,00:16:3e:2a:bb:d2,asset-002,asset-0042,10.20.12.22,,2026-05-31,2026-05-31,asset-002.corp.local,ASSET-002,default,Corporate,Ubuntu 22.04,Ubuntu 22.04,server,mva-sample,,,90042,cpe:/a:mva:web_servers,CVE-2021-44228,7.5,AV:N/AC:L/Au:N/C:P/I:P/A:P,7.5,E:F/RL:OF/RC:C,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,E:F/RL:O/RC:C,8.0,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,0.673,No known exploits,false,false,Web Servers,,,,,200042,false,false,Apache Log4j Remote Code Execution,2026-01-20,2026-02-01,2026-05-31,1.0,https://logging.apache.org/log4j/2.x/security.html,https://logging.apache.org/log4j/2.x/security.html,High,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",High,Apache Log4j Remote Code Execution,remote,false,,,,,,,,,,7.4,CVE-2021-44228,,Unproven,0.74,,,,,,false,,,,,7.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-04-17,vuln-200042-10.20.12.22,,2026-05-31,Apache Log4j Remote Code Execution detected on 10.20.12.22:8080.,8080,tcp,,,false,scan-202605,10.20.12.22,High,true,tenable.io,open,,44,2026-05-17
43,asset-003.corp.local,10.20.13.23,,00:16:3e:2b:bb:d7,asset-003,asset-0043,10.20.13.23,,2026-05-31,2026-05-31,asset-003.corp.local,ASSET-003,default,Corporate,RHEL 8,RHEL 8,server,mva-sample,,,90043,cpe:/a:mva:databases,,5.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,5.0,E:F/RL:OF/RC:C,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.5,E:F/RL:O/RC:C,6.2,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,Microsoft SQL Server Unsupported Version was identified during the monthly vulnerability report.,0.491,No known exploits,false,false,Databases,,,,,200043,false,false,Microsoft SQL Server Unsupported Version,2026-01-20,2026-02-01,2026-05-31,1.0,https://learn.microsoft.com/sql/sql-server/end-of-support,https://learn.microsoft.com/sql/sql-server/end-of-support,Medium,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,Medium,Microsoft SQL Server Unsupported Version,remote,true,,,,,,,,,,5.4,,,Unproven,0.54,,,,,,false,,,,,5.4,2025-01-15,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,2026-01-20,patch,2026-04-18,vuln-200043-10.20.13.23,,2026-05-31,Microsoft SQL Server Unsupported Version detected on 10.20.13.23:1433.,1433,tcp,,,false,scan-202605,10.20.13.23,Medium,true,tenable.io,open,,43,2026-05-18
122,asset-004.corp.local,10.20.14.24,,00:16:3e:2c:bb:dc,asset-004,asset-0044,10.20.14.24,,2026-05-31,2026-05-31,asset-004.corp.local,ASSET-004,default,Corporate,Appliance OS,Appliance OS,server,mva-sample,,,90044,cpe:/a:mva:general,CVE-2023-0286,2.6,AV:N/AC:L/Au:N/C:P/I:P/A:P,2.6,E:F/RL:OF/RC:C,3.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.7,E:F/RL:O/RC:C,3.5,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,CWE-20,OpenSSL Security Update Available was identified during the monthly vulnerability report.,0.218,No known exploits,false,false,General,,,,,200044,false,false,OpenSSL Security Update Available,2026-01-20,2026-02-01,2026-05-31,1.0,https://www.openssl.org/news/vulnerabilities.html,https://www.openssl.org/news/vulnerabilities.html,Low,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",Low,OpenSSL Security Update Available,remote,false,,,,,,,,,,2.4,CVE-2023-0286,,Unproven,0.24,,,,,,false,,,,,2.4,2025-01-15,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",2026-01-20,patch,2026-01-29,vuln-200044-10.20.14.24,,2026-05-31,OpenSSL Security Update Available detected on 10.20.14.24:443.,443,tcp,,,false,scan-202605,10.20.14.24,Low,true,tenable.io,open,,122,2026-02-28
